ID,L1_Name,L2_Name,L3_Name,Mcode,Date,Min,Max,Mean,Median,Std,Count
45,Indus,Trunk Indus,Trunk Indus,,2012-10-02,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-03,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-06,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-07,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-08,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-09,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-10,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-11,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-12,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-13,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-14,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-15,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-16,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-17,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-18,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-19,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-20,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-21,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-22,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-23,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-24,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-25,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-26,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-27,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-28,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-29,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-10-30,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-01,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-02,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-03,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-06,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-07,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-08,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-09,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-10,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-11,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-12,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-13,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-14,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-15,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-16,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-17,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-18,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-19,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-20,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-21,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-22,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-23,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-24,0.0,0.857,0.001,0.0,0.015,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-11-25,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-26,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-27,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-28,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-11-29,0.0,1.009,0.001,0.0,0.013,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-01,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-02,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-03,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-06,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-07,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-08,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-09,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-10,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-11,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-12,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2012-12-13,0.0,13.153,0.023,0.0,0.443,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-14,0.0,16.594,0.027,0.0,0.517,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-15,0.0,15.728,0.021,0.0,0.424,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-16,0.0,14.806,0.017,0.0,0.349,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-17,0.0,13.753,0.013,0.0,0.276,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-18,0.0,27.36,0.022,0.0,0.505,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-19,0.0,27.107,0.018,0.0,0.44,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-20,0.0,26.722,0.014,0.0,0.368,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-21,0.0,26.218,0.01,0.0,0.304,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-22,0.0,24.96,0.008,0.0,0.244,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-23,0.0,22.608,0.006,0.0,0.191,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-24,0.0,20.077,0.004,0.0,0.144,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-25,0.0,18.185,0.003,0.0,0.109,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-26,0.0,17.051,0.002,0.0,0.086,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-27,0.0,14.532,0.002,0.0,0.067,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-28,0.0,15.362,0.002,0.0,0.071,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-29,0.0,14.442,0.002,0.0,0.06,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2012-12-30,0.0,13.991,0.001,0.0,0.055,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-01,0.0,13.247,0.001,0.0,0.044,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-02,0.0,12.091,0.001,0.0,0.037,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-03,0.0,11.328,0.001,0.0,0.032,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-01-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-01-06,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-01-07,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-01-08,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-01-09,0.0,12.056,0.002,0.0,0.074,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-10,0.0,11.061,0.002,0.0,0.056,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-11,0.0,9.478,0.002,0.0,0.046,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-12,0.0,14.114,0.002,0.0,0.072,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-13,0.0,13.258,0.002,0.0,0.058,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-14,0.0,12.625,0.001,0.0,0.048,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-15,0.0,12.306,0.001,0.0,0.041,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-16,0.0,11.962,0.001,0.0,0.036,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-17,0.0,11.511,0.006,0.0,0.084,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-18,0.0,10.723,0.008,0.0,0.097,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-19,0.0,9.64,0.005,0.0,0.061,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-20,0.0,8.916,0.004,0.0,0.046,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-21,0.0,8.287,0.003,0.0,0.036,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-22,0.0,7.456,0.002,0.0,0.029,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-23,0.0,6.331,0.002,0.0,0.024,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-24,0.0,4.951,0.002,0.0,0.02,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-25,0.0,3.645,0.001,0.0,0.016,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-26,0.0,2.337,0.001,0.0,0.013,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-27,0.0,1.422,0.001,0.0,0.01,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-28,0.0,0.976,0.001,0.0,0.011,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-29,0.0,0.684,0.001,0.0,0.009,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-01-30,0.0,0.819,0.001,0.0,0.016,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-01,0.0,0.558,0.001,0.0,0.011,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-02,0.0,9.524,0.002,0.0,0.086,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-03,0.0,8.333,0.002,0.0,0.075,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-04,0.0,38.175,0.037,0.0,0.938,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-05,0.0,37.729,0.037,0.0,0.918,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-06,0.0,37.312,0.035,0.0,0.885,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-07,0.0,36.628,0.031,0.0,0.811,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-08,0.0,35.717,0.026,0.0,0.7,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-09,0.0,32.532,0.019,0.0,0.544,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-10,0.0,29.627,0.014,0.0,0.404,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-11,0.0,26.486,0.009,0.0,0.298,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-12,0.0,23.29,0.007,0.0,0.221,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-13,0.0,18.507,0.005,0.0,0.161,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-14,0.0,25.112,0.009,0.0,0.291,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-15,0.0,26.611,0.01,0.0,0.311,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-16,0.0,30.559,0.014,0.0,0.393,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-17,0.0,30.029,0.01,0.0,0.329,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-18,0.0,28.154,0.007,0.0,0.256,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-19,0.0,25.633,0.005,0.0,0.2,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-20,0.0,23.012,0.005,0.0,0.156,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-21,0.0,28.769,0.007,0.0,0.293,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-22,0.0,29.301,0.006,0.0,0.263,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-23,0.0,28.759,0.005,0.0,0.223,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-24,0.0,28.235,0.004,0.0,0.19,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-25,0.0,26.263,0.003,0.0,0.154,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-26,0.0,48.306,0.018,0.0,0.543,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-02-27,0.0,69.173,0.071,0.0,1.652,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-01,0.0,65.877,0.058,0.0,1.407,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-02,0.0,60.409,0.045,0.0,1.127,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-03,0.0,53.138,0.031,0.0,0.828,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-04,0.0,44.859,0.019,0.0,0.555,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-05,0.0,36.607,0.011,0.0,0.359,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-06,0.0,28.009,0.006,0.0,0.217,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-07,0.0,18.523,0.003,0.0,0.122,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-08,0.0,10.253,0.002,0.0,0.065,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-09,0.0,5.081,0.001,0.0,0.035,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-10,0.0,2.832,0.001,0.0,0.019,398867.0
45,Indus,Trunk Indus,Trunk Indus,,2013-03-11,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-12,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-13,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-14,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-15,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-16,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-17,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-18,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-19,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-20,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-21,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-22,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-23,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-24,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-25,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-26,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-27,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-28,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-29,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-03-30,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-01,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-02,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-03,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-06,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-07,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-08,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-09,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-10,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-11,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-12,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-13,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-14,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-15,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-16,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-17,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-18,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-19,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-20,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-21,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-22,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-23,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-24,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-25,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-26,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-27,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-28,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-04-29,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-01,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-02,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-03,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-06,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-07,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-08,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-09,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-10,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-11,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-12,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-13,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-14,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-15,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-16,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-17,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-18,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-19,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-20,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-21,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-22,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-23,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-24,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-25,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-26,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-27,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-28,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-29,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-05-30,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-06-01,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-06-02,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-06-03,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-06-04,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-06-05,,,,,,
45,Indus,Trunk Indus,Trunk Indus,,2013-06-06,,,,,,
